,pathway_BLTL,pval,padj_BLTL,ES_BLTL,NES_BLTL,nMoreExtreme_BLTL,size_BLTL,leadingEdgeA_BLTL,pathway_LoM,pval_LoM,padj_LoM,ES_LoM,NES_LoM,nMoreExtreme_LoM,size_LoM,leadingEdge_LoM
28,GO_LEUKOCYTE_PROLIFERATION,0.000136147,0.007613499,0.52357166,3.387006581,0,61,"BST2,TNFSF13B,GREM1,IFNA5,IFNB1,IFNA1,IFNA21,IFNA10,IFNA17,IFNA7,IFNA8,CD274,IFNA14,IFNA2,LGALS9,IL27,TNFSF18,IFNA16,IFNA6,IGF1,FKBP1B,AZI2,MNDA,IFNA4,IFNW1,CD80,VCAM1,SOX11,IL6,AHR,CD38,HPRT1",GO_LEUKOCYTE_PROLIFERATION,0.006666667,0.17244114,0.363732646,1.768888708,5,43,"LGALS9,CCL19,BST2,CCL5,IFNB1,PSMB10,TNFSF14,JAK3,IRF1,TNFSF13B,CCL7,IDO1,CSF1,HLA-G,CX3CL1,HLA-E,IKZF3,IFNE,VCAM1,IL27,FLT3LG,CD38,LGALS9B"
29,GO_CYTOKINE_PRODUCTION,0.000120322,0.007613499,0.404995329,3.358091879,0,156,"ISG15,DDX58,HERC5,IFIH1,RSAD2,TRIM21,BST2,EIF2AK2,NMI,IRF7,UBE2L6,DDX60,IL1RN,IFI16,STAT1,MDK,IFNB1,DHX58,ACE2,GBP1,ZBP1,TRIM6,IFNL1,CD274,B2M,MYD88,TREX1,POLR2K,SOCS1,IFNA2,ORM2,TLR3,LGALS9,IL27,IGF1,AZI2,MNDA,LY96,TRIM25,ACOD1,CD80,NR4A3,TRIM38,PTGS2,SELENOS,IL1RAP,ELF1,CGAS,CD2AP,ORM1,IL6,SRGN,FFAR2,AIM2,S100A9,OSM,POLR3K,BIRC3,PDE4D,CYP1B1,TWSG1,LILRA5,IL6ST,HPSE,DENND1B,PML,CEACAM1,JAK2,FFAR3",GO_CYTOKINE_PRODUCTION,0.001014199,0.089541483,0.406908853,2.401324661,0,125,"ISG15,ZBP1,IRF7,RSAD2,IFNL1,ACKR1,LGALS9,CCL19,BST2,UBE2L6,NLRC5,IFNB1,TREX1,AIM2,DDX58,HERC5,PML,IFIH1,STAT1,SOCS1,HLA-F,BIRC3,BATF,DHX58,TRIM21,DDX60,JAK3,IRF1,SAA1,BCL3,LAG3,GBP1,ZC3H12A,ORM1,IDO1,EIF2AK2,CXCL17,CCL3,HMOX1,NMI,HLA-G,SERPINF2,CYP1B1,RELB,CX3CL1,HLA-E,PRKD2,BTN3A2,NR4A3,ACE2,GSDMD,TRIM56,B2M,TRIM25,EGR1,MYD88,TLR3,AGTR2,IKBKE,IL27,CHI3L1,C3,ZFP36,UBA7,CEACAM1,LGALS9B,RASGRP1,IL1RN,LTF,PTGS2"
30,GO_DOUBLE_STRANDED_RNA_BINDING,0.000157183,0.007613499,0.773826192,3.340113572,0,19,"OAS1,OASL,DDX58,IFIH1,OAS2,EIF2AK2,OAS3,DDX60,DHX58,ADAR,FMR1,TLR3",GO_DOUBLE_STRANDED_RNA_BINDING,0.001362398,0.089541483,0.728395062,2.365026552,0,12,"OASL,OAS1,OAS3,OAS2,DDX58,IFIH1,DHX58,DDX60,EIF2AK2,ADAR,TLR3,SIDT1"
31,GO_T_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,0.000147471,0.007613499,0.616381309,3.275753067,0,34,"MDK,IFNA5,IFNB1,IFNA1,IFNA21,IFNA10,IFNA17,IFNA7,IFNA8,IFNL1,IFNA14,IFNA2,LGALS9,IL27,TNFSF18,IFNA16,IFNA6,IFNA4,IFNW1,CD80",GO_T_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,0.002544529,0.106791497,0.493415271,1.867758995,1,18,"IFNL1,LGALS9,CCL19,IFNB1,BATF,JAK3,BCL3,ZC3H12A,RELB,IFNE,IL27,CEACAM1"
32,GO_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT,0.000139606,0.007613499,0.538287462,3.266172669,0,50,"NMI,PARP9,STAT1,CCL2,IFNA5,IFNB1,IFNA1,RET,PARP14,IFNA21,IFNA10,IFNA17,IFNA7,IFNA8,IFNL1,IFNA14,SOCS1,IFNA2,TNFSF18,IFNA16,IFNA6,IGF1,IFNA4,IFNW1,IL6,OSM,CYP1B1,IFNL2,IL6ST,JAK2",GO_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT,0.001145475,0.089541483,0.459627256,2.114813194,0,35,"IFNL1,CCL5,IFNB1,IFNL2,LIF,STAT1,SOCS1,PARP9,PARP14,JAK3,BCL3,SOCS3,NMI,CYP1B1,EGF,STAT2,RET,CCL2,IFNL3,IFNE,STAP2"
33,GO_RNA_BINDING,0.000108342,0.007613499,0.335860978,3.263911867,0,374,"IFIT1,OAS1,OASL,IFIT2,DDX58,DDX60L,HERC5,IFIH1,IFIT5,TRIM21,BST2,OAS2,EIF2AK2,OAS3,PNPT1,SHFL,ISG20,SLIRP,DDX60,TDRD7,IFI16,SNRPG,RBM11,DHX58,MRPS18A,MRPS18C,TENT5A,MRPL22,RBM43,PIN4,PARP12,ADAR,GAR1,RBM7,CPEB2,PPIB,PHF5A,ZNFX1,RPL22L1,MAGOHB,FMR1,CISD2,COA6,MRPL32,TLR3,RAD51AP1,HSPA8,SNRPC,NME1,LACTB2,SUPT4H1,C1D,TRIR,PSMA6,ELAVL4,BOLL,MCTS1,MAGOH,HELZ2,BARD1,SPATS2L,TRIM25,EIF5AL1,APOBEC3G,SUMO2,EDF1,SNRPD1,HSPE1,LSM3,APOBEC3F,TBCA,CNP,SSBP1,ATP5F1C,RPF1,PYM1,SF3B6,SAP18,TENT4B,NOP10,ELAVL2,MRPL18,RPL35,TNPO1,SAMSN1,SSB,SNRPE,SUZ12,RPS27,MRPL42,MRPS30,GTPBP2,RPS26,CPEB4,MRPL13,NOC3L,TRMT1L,RO60,RPL26L1,APOBEC3B,DCN,EIF1AY,LSM5,H1-2,SUB1,SMNDC1,TOP1,SNRPB2,MRPL58,NOP16,RPL36,MRPL1,NUDT1,TRUB1,PAIP1,PINX1,EIF2S1,RPL12,UHMK1,RRP9,RPF2,MTIF3,RPS2,RAMAC,H4C15,H1-0,RPL37,C1orf52,EIF1AX,LSM8,SEC61B,RPL26,BAG4,SMN1,RPL28,TXN,THOC7,LSM6,DDX21,NIFK,MBNL1,MANF,SNRNP40,H4C11,LSM10,H4C3,RBM26,MRPL27,RPL30,HMGB2,RPS15,YTHDF3,PIWIL4,MRPL2,EIF3J,CHCHD1,OTUD4,RBM27,ZC3HAV1,SRP19,NAA15,FYTTD1,RPS27L,SUMO1,XRN1,EIF4E,DEK,EIF1B,MRPS28,RBMS3,HNRNPC,EIF5A2,RPS11,PNO1,RIDA,MRPS35,CWC15,RAN,RBM34,RNASEH2A,SAMHD1,RPS17,RPL27A,PABPC5,RPL38,PUS7L,PRPF40A,TRMT10C,EIF5A,DUSP11,MAK16,FAM98A,GTF2E2,FKBP3,NOSIP,FAM133B,RSL24D1,ZCCHC9,DIMT1,ERH,NHP2,CPEB3,MEX3C,SERBP1,MRPL3,TRA2B,CSTF2T,PABPC4L,C1orf131,NUDT21,KPNB1,MRPL54,DYNC1LI1,ZCRB1,TFAM,PHF6,SYNCRIP,RC3H2,SRP9,METTL14,QKI",GO_RNA_BINDING,0.001038422,0.089541483,0.384438212,2.117312534,0,77,"OASL,OAS1,IFIT1,ISG20,HELZ2,OAS3,BST2,IFIT2,OAS2,DDX58,HERC5,IFIH1,PARP12,DDX60L,DHX58,TRIM21,DDX60,SHFL,APOBEC3G,PATL2,ZC3H12A,PNPT1,IFIT5,ARID5A,ZNFX1,EIF2AK2,APOBEC3F,CNP,ADAR,TRIM56,SAMHD1,APOBEC3A,TRIM25,TLR3,APOBEC3D,SIDT1,TDRD7,ZFP36,NOCT,RBM11,ASS1,MOV10,TENT5A"
34,GO_NATURAL_KILLER_CELL_ACTIVATION,0.000157183,0.007613499,0.752893728,3.249761492,0,19,"IFNA5,IFNB1,IFNA1,IFNA21,IFNA10,IFNA17,IFNA7,IFNA8,IFNA14,IFNA2,IFNA16,IFNA6,IFNA4,IFNW1,ID2",GO_NATURAL_KILLER_CELL_ACTIVATION,0.009985735,0.214501511,0.582876712,1.773772069,6,10,"IFNB1,HLA-F,SLAMF7,HLA-E,IFNE,FLT3LG,RASGRP1,IL15,IL23A,TICAM1"
35,GO_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS,0.000123548,0.007613499,0.405549503,3.234591359,0,130,"IFIT1,DDX58,HERC5,USP18,IFIH1,PLSCR1,RSAD2,NMI,PARP9,IRF7,DTX3L,DDX60,IFI16,STAT1,IFNB1,PARP14,DHX58,ZBP1,TRIM6,CD274,PSMB9,ADAR,MYD88,TREX1,SOCS1,TLR3,PSMB8,LGALS9,PSMA4,IL27,UBE2D1,PSMA6,MNDA,LY96,TRIM5,APOBEC3G,PSME2,APOBEC3F,ACOD1,TRIM38,TICAM2,PSMD8,WDFY1,CGAS",GO_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS,0.00102459,0.089541483,0.43835315,2.51439458,0,100,"ZBP1,PSMB9,IRF7,RSAD2,IFIT1,LGALS9,PSMB8,USP18,NLRC5,CCL5,FGA,IFNB1,TREX1,AIM2,DDX58,HERC5,IFIH1,STAT1,SOCS1,PSMB10,HLA-F,BIRC3,DTX3L,PARP9,MUC4,PARP14,DHX58,PLSCR1,DDX60,IRF1,APOBEC3G,UNC93B1,LAG3,ZC3H12A,SOCS3,FGG,SPINK5,APOBEC3F,NMI,HLA-G,RELB,CX3CL1,HLA-E,ADAR,SAMHD1,SFTPA2,MYD88,TLR3,TNIP3,MICB,IKBKE,IL27,DMBT1,MUC1,SERPING1,CEACAM1,RASGRP1,LTF,PSME2,TRAFD1,IL15,MUC21,PSME1,CXCL6,FFAR2,IFI16,TRIM38,TNIP1,IL23A"
36,GO_CYTOKINE_RECEPTOR_BINDING,0.000131234,0.007613499,0.455189921,3.231707417,0,84,"CXCL10,CCL8,CCL11,TNFSF13B,IL1RN,STAT1,GREM1,CCL2,IFNA5,IFNB1,IFNA1,IFNA21,IFNA10,IFNA17,STAP1,IFNA7,CXCL11,IFNA8,IFNL1,IFNA14,MYD88,IFNA2,CXCL3,CXCL8,IL27,TNFSF18,IFNA16,DEFB1,IFNA6,IFNA4,IFNW1,CXCL2,IL1RAP,CD2AP",GO_CYTOKINE_RECEPTOR_BINDING,0.003250271,0.120937886,0.377923341,1.926323832,2,54,"IFNL1,CCL19,CXCL1,CXCL8,CCL5,CXCL2,IFNB1,CCL8,CXCL3,LIF,STAT1,TNFSF14,CSF3,TNFSF13B,LRG1,CCL7,CXCL10,CCL3,CXCL11,CSF1,CCL13,CX3CL1,CCL2,DEFB4A,MYD88,IFNE,IL27,IL1RN,IL15,TRADD,CCL21,CXCL6,CCL20,IL23A,TNF,TRAF2,OSM,STAP1,CCL4,TNFSF10,CXCL9,CCL11,PGF,SOCS2,CXCL16,EBI3"
37,GO_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS,0.000132293,0.007613499,0.462750097,3.230478288,0,79,"IFIT1,DDX58,HERC5,RSAD2,BST2,PARP9,DTX3L,C1R,DDX60,STAT1,C1S,CFB,IFNB1,DHX58,TRIM6,IFNL1,B2M,TREX1,IFNA2,TLR3,LGALS9,IL27,APOBEC3G,APOBEC3F,CD80,NR4A3,TRIM38,CFH,CGAS,RIF1,IL6,FFAR2,SHLD3,AIM2,CFI,BIRC3",GO_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS,0.00105042,0.089541483,0.455079324,2.479104661,0,74,"RSAD2,IFIT1,CD177,IFNL1,LGALS9,C4B,CCL19,C1R,BST2,CFB,C4A,IFNB1,TREX1,AIM2,DDX58,HERC5,IGHG4,STAT1,HLA-F,BIRC3,HLA-H,DTX3L,PARP9,DHX58,DDX60,JAK3,APOBEC3G,LAG3,ZC3H12A,SPINK5,APOBEC3F,HMOX1,HLA-G,HLA-E,NR4A3,B2M,C1S,CR1L,TLR3,MICB,IL27,C3,SERPING1,CEACAM1,RASGRP1"
38,GO_REGULATION_OF_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT,0.000143637,0.007613499,0.572071097,3.218636412,0,40,"PARP9,IFNA5,IFNB1,IFNA1,RET,PARP14,IFNA21,IFNA10,IFNA17,IFNA7,IFNA8,IFNL1,IFNA14,SOCS1,IFNA2,TNFSF18,IFNA16,IFNA6,IGF1,IFNA4,IFNW1,IL6,OSM,CYP1B1,IL6ST,JAK2",GO_REGULATION_OF_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT,0.017730496,0.260937639,0.405875635,1.75251898,14,28,"IFNL1,CCL5,IFNB1,LIF,SOCS1,PARP9,PARP14,JAK3,BCL3,SOCS3,CYP1B1,EGF,RET,IFNE,STAP2,IL15,IL23A,TNF,CD40,IL24,OSM,PTK2B,TNFRSF1A,SOCS2"
39,GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION,0.000129082,0.007613499,0.426078533,3.120473966,0,94,"DDX58,IFIH1,RSAD2,EIF2AK2,IRF7,DDX60,IL1RN,IFI16,STAT1,MDK,DHX58,ZBP1,TRIM6,IFNL1,CD274,B2M,MYD88,POLR2K,ORM2,TLR3,LGALS9,IL27,MNDA,LY96,CD80,NR4A3,PTGS2,IL1RAP,CGAS,ORM1,IL6,FFAR2,AIM2,OSM,POLR3K,BIRC3,PDE4D,CYP1B1,LILRA5,IL6ST,HPSE,JAK2,FFAR3,SELENOK,IL7,DDX21,TYROBP,LUM,CCL19,HMGB2,RIPK2,HTR2B,TBC1D23,PANX1,ATF2,RORA,PQBP1,TMF1,CCL1,GAPDH,CASP1,HIF1A,POLR3G,POLR2F,CD86,LTA,IL10,ATF4,CYBA,ZBTB20,CCR7,LTB,MAP3K7,THBS1",GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION,0.001029866,0.089541483,0.375485575,2.099106409,0,81,"ZBP1,IRF7,RSAD2,IFNL1,LGALS9,CCL19,AIM2,DDX58,IFIH1,STAT1,HLA-F,BIRC3,DHX58,DDX60,IRF1,SAA1,BCL3,ORM1,IDO1,EIF2AK2,CXCL17,CCL3,HMOX1,HLA-G,SERPINF2,CYP1B1,CX3CL1,HLA-E,PRKD2,NR4A3,GSDMD,B2M,EGR1,MYD88,TLR3,AGTR2,IL27,C3,LGALS9B,RASGRP1,IL1RN,PTGS2,FFAR3,IL15,FFAR2,IFI16,ORM2,SERPINE1,IL23A,TNF,CD40,FERMT1,TICAM1,THBS1,TRAF2,CEBPB"
40,GO_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS,0.000153846,0.007613499,0.673244038,3.117162585,0,23,"IFIT1,DDX58,HERC5,PARP9,DTX3L,DDX60,STAT1,DHX58,TRIM6,IL27,APOBEC3G,APOBEC3F,TRIM38,CGAS,AIM2,BIRC3",GO_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS,0.001261034,0.089541483,0.596437615,2.375893282,0,21,"IFIT1,AIM2,DDX58,HERC5,STAT1,BIRC3,DTX3L,PARP9,DHX58,DDX60,APOBEC3G,ZC3H12A,APOBEC3F"
41,GO_INTERACTION_WITH_HOST,0.000143843,0.007613499,0.535324172,3.049665846,0,42,"IFIT1,CLDN6,IFITM1,TRIM21,EIF2AK2,IFITM3,DYNLT1,ACE2,CHMP2B,IFNA2,CXCL8,LGALS9,TRIM5,IFITM2,TRIM25,KPNA5,CD80,TRIM38",GO_INTERACTION_WITH_HOST,0.010638298,0.219105691,0.419261789,1.810318677,8,28,"IFITM1,IFIT1,IFITM3,LGALS9,CXCL8,IFITM2,PML,TRIM21"
42,GO_REGULATION_OF_IMMUNE_SYSTEM_PROCESS,0.000110314,0.007613499,0.320599644,3.038683928,0,318,"IFIT1,ISG15,DDX58,HERC5,IFITM1,USP18,IFIH1,PLSCR1,CXCL10,RSAD2,BST2,EIF2AK2,NMI,PARP9,IRF7,DTX3L,PTN,C1R,TNFSF13B,DDX60,IFI16,STAT1,C1S,GREM1,CCL2,CFB,MDK,IFNB1,PARP14,DHX58,STAP1,GBP1,ZBP1,TRIM6,IFNL1,CD274,PSMB9,CLEC2B,B2M,ADAR,MYD88,TREX1,SOCS1,PRELID1,IFNA2,ORM2,TLR3,PSMB8,CXCL8,LGALS9,PSMA4,NME1,IL27,TNFSF18,HAX1,UBE2D1,PSMA6,IGF1,MNDA,LY96,TRIM5,APOBEC3G,PSME2,APOBEC3F,ACOD1,CD80,NR4A3,TRIM38,TICAM2,SELENOS,PSMD8,ELF1,VCAM1,WDFY1,CFH,CGAS,FCGR1A,SOX11,RIF1,ID2,PSMA2,SAMSN1,ORM1,CCR1,IL6,AHR,CD38,FCGR1B,PSMA3,CCL25,CDC73,NME2,FFAR2,SHLD3,AIM2,S100A9,OSM,CFI,FPR3,RAB11FIP2,BIRC3,PDE4D,IFNL2,TWSG1,PSMD12,DPY30,IL6ST,DENND1B,THEMIS2,UNC93B1,CEACAM1,JAK2,FFAR3,SELENOK,ARPC3,H4C15,UBE2D3,MAP2K6,CTSL,PSMB6,IL7,CTSC,CD68,DDX21,TYROBP,CA2,H4C11,H4C3,CCL19,PSMB7,HMGB2,YTHDF3,OTUD4,GPR171,CCL20,TRAFD1,CCL7,SUMO1,PIK3AP1,RBCK1,SPPL2A",GO_REGULATION_OF_IMMUNE_SYSTEM_PROCESS,0.001001001,0.089541483,0.374918692,2.340393504,0,222,"IFITM1,ISG15,ZBP1,PSMB9,IRF7,RSAD2,IFIT1,CD177,IFNL1,LGALS9,C4B,CCL19,PSMB8,C1R,BST2,CXCL8,CFB,USP18,NLRC5,CCL5,FGA,C4A,IFNB1,TREX1,AIM2,DDX58,IFNL2,HERC5,IFIH1,IGHG4,LIF,STAT1,SOCS1,PSMB10,HLA-F,TNFSF14,BIRC3,HLA-H,DTX3L,PARP9,MUC4,PARP14,DHX58,PLSCR1,CSF3,DDX60,JAK3,IRF1,TNFSF13B,APOBEC3G,UNC93B1,LAG3,GBP1,ZC3H12A,ORM1,CCL7,SOCS3,FGG,SLAMF7,SPINK5,IDO1,EIF2AK2,CXCL10,CXCL17,MYC,CCL3,APOBEC3F,RBCK1,HMOX1,NMI,CSF1,HLA-G,PDCD1,RELB,CX3CL1,HLA-E,CD48,MYO1G,CCL2,HLA-DOB,PRKD2,FOS,ADAR,BTN3A2,NR4A3,IFNL3,B2M,SAMHD1,IKZF3,SFTPA2,C1S,CR1L,COL17A1,MYD88,TLR3,VCAM1,TNIP3,MICB,IKBKE,IL27,C3,ZFP36,DMBT1,FLT3LG,CD38,MUC1,SERPING1,CEACAM1,LGALS9B,RASGRP1,LTF,PSME2,FFAR3,BDKRB1,MOV10,TRAFD1,CLEC2B,IL15,PIGR,MUC21,PSME1,CCL21,CXCL6,FFAR2,IFI16,TRIM38,ORM2,TNIP1,SERPINE1,CCL20,IL23A,LILRB4,TNF,CD40,CFH,NFKBIA"
43,GO_CELLULAR_RESPONSE_TO_VIRUS,0.0001638,0.007613499,0.791385419,3.027550614,0,14,"DDX58,IFIH1,IRF7,IFI6,DDX60,DHX58,TRIM6,ADAR,FMR1,LGALS9",GO_CELLULAR_RESPONSE_TO_VIRUS,0.001349528,0.089541483,0.743862274,2.470135222,0,13,"IFI6,IRF7,LGALS9,CCL19,DDX58,IFIH1,BIRC3,DHX58,DDX60,ZC3H12A"
44,GO_T_CELL_ACTIVATION,0.000131251,0.007613499,0.421957567,3.00327573,0,85,"RSAD2,TNFSF13B,CCL2,MDK,IFNA5,IFNB1,IFNA1,HSH2D,IFNA21,IFNA10,IFNA17,IFNA7,IFNA8,IFNL1,CD274,IFNA14,TREX1,SOCS1,PRELID1,IFNA2,LGALS9,IL27,TNFSF18,IFNA16,IFNA6,IGF1,FKBP1B,AZI2,IFNA4,IFNW1,CD80,VCAM1,CGAS",GO_T_CELL_ACTIVATION,0.001054852,0.089541483,0.37362433,1.978122924,0,66,"HSH2D,RSAD2,IFNL1,LGALS9,CCL19,CCL5,CD7,IFNB1,TREX1,SOCS1,PSMB10,TNFSF14,BATF,JAK3,IRF1,TNFSF13B,BCL3,LAG3,ZC3H12A,SPINK5,IDO1,HLA-G,PDCD1,RELB,HLA-E,CCL2,EGR1,IFNE,VCAM1,MICB,IL27,CEACAM1,LGALS9B,RASGRP1"
45,GO_REGULATION_OF_DEFENSE_RESPONSE,0.000118624,0.007613499,0.350306045,2.977310165,0,175,"IFIT1,DDX58,HERC5,USP18,IFIH1,PLSCR1,RSAD2,NMI,PARP9,IRF7,DTX3L,DDX60,IFI16,STAT1,TNFAIP6,MDK,IFNB1,PARP14,DHX58,STAP1,ACE2,ZBP1,TRIM6,PSMB9,ADAR,MYD88,TREX1,SOCS1,TLR3,PSMB8,LGALS9,PSMA4,IL27,UBE2D1,PSMA6,IGF1,MNDA,LY96,TRIM5,APOBEC3G,PSME2,APOBEC3F,NR1D2,ACOD1,TRIM38,TICAM2,PTGS2,SELENOS,PSMD8,WDFY1,CGAS,RICTOR,PSMA2,IL6,PSMA3,FFAR2,AIM2,S100A9,OSM,RAB11FIP2,BIRC3,PSMD12,LILRA5,IL6ST,UNC93B1,CEACAM1,JAK2,FFAR3",GO_REGULATION_OF_DEFENSE_RESPONSE,0.00101626,0.089541483,0.397736533,2.357683459,0,133,"ZBP1,PSMB9,IRF7,RSAD2,IFIT1,LGALS9,PSMB8,USP18,NLRC5,CCL5,FGA,IFNB1,TREX1,AIM2,DDX58,HERC5,IFIH1,C2CD4A,STAT1,SOCS1,PSMB10,HLA-F,BIRC3,DTX3L,PARP9,MUC4,PARP14,DHX58,PLSCR1,DDX60,IRF1,SAA1,APOBEC3G,UNC93B1,LAG3,ZC3H12A,SOCS3,FGG,SPINK5,SELE,IDO1,CXCL17,CCL3,APOBEC3F,NMI,HLA-G,RELB,CX3CL1,HLA-E,ADAR,ACE2,SAMHD1,SFTPA2,SBNO2,MMP3,MYD88,TLR3,TNIP3,MICB,IKBKE,IL27,C3,DMBT1,MUC1,SERPING1,CEACAM1,RASGRP1,LTF,PTGS2,PSME2,FFAR3,TRAFD1,IL15,NUPR1,MUC21,PSME1,TRADD,CXCL6,FFAR2,IFI16,TRIM38,TNIP1,SERPINE1,IL23A,C2CD4B,TNF,NFKBIA,DUOXA1,MUC5AC,TICAM1"
46,GO_POSITIVE_REGULATION_OF_MULTI_ORGANISM_PROCESS,0.000125172,0.007613499,0.382971934,2.970457278,0,117,"IFIT1,DDX58,IFIH1,PLSCR1,RSAD2,TRIM21,PARP9,IRF7,DDX60,IFI16,IFNB1,DHX58,ZBP1,TRIM6,PSMB9,ADAR,PPIB,MYD88,POLR2K,FMR1,CHMP2B,TLR3,PSMB8,LGALS9,PSMA4,UBE2D1,SUPT4H1,PSMA6,MNDA,LY96,TRIM5,PSME2,ACOD1,TRIM38,TICAM2,PSMD8,WDFY1,CGAS,PSMA2,PSMA3,FFAR2,AIM2,S100A9,RAB11FIP2,BIRC3,PSMD12,UNC93B1,PPIH,GTF2F2,UBE2D3,MAP2K6,CTSL,PSMB6",GO_POSITIVE_REGULATION_OF_MULTI_ORGANISM_PROCESS,0.001042753,0.089541483,0.413893567,2.265126198,0,76,"ZBP1,PSMB9,IRF7,RSAD2,IFIT1,LGALS9,PSMB8,NLRC5,CCL5,FGA,IFNB1,AIM2,DDX58,IFIH1,PSMB10,HLA-F,BIRC3,PARP9,MUC4,DHX58,PLSCR1,TRIM21,DDX60,IRF1,UNC93B1,LAG3,FGG"
47,GO_LYMPHOCYTE_ACTIVATION,0.000126263,0.007613499,0.385715232,2.96009918,0,113,"RSAD2,BST2,TNFSF13B,CCL2,MDK,IFNA5,IFNB1,IFNA1,HSH2D,IFNA21,IFNA10,IFNA17,IFNA7,IFNA8,IFNL1,CD274,IFNA14,TREX1,SOCS1,PRELID1,IFNA2,LGALS9,IL27,TNFSF18,IFNA16,IFNA6,IGF1,FKBP1B,AZI2,MNDA,IFNA4,IFNW1,CD80,VCAM1,CGAS,SOX11,RIF1,ID2,SAMSN1,IL6,AHR,CD38,HPRT1,DNAJB9,SHLD3,KLF6,NBN,TWSG1,IL6ST",GO_LYMPHOCYTE_ACTIVATION,0.002061856,0.100015812,0.335646303,1.890695113,1,86,"HSH2D,RSAD2,IFNL1,LGALS9,CCL19,BST2,CCL5,CD7,IFNB1,TREX1,IGHG4,SOCS1,PSMB10,HLA-F,TNFSF14,BATF,JAK3,IRF1,TNFSF13B,BCL3,LAG3,ZC3H12A,SLAMF7,SPINK5,IDO1,HLA-G,PDCD1,RELB,HLA-E,CCL2,IKZF3,EGR1,IFNE,VCAM1,MICB,IL27,FLT3LG,CD38,CEACAM1,LGALS9B,RASGRP1"
48,GO_RESPONSE_TO_INTERFERON_ALPHA,0.000165782,0.007613499,0.815906022,2.943274423,0,12,"MX2,IFIT2,IFIT3,IFITM1,BST2,EIF2AK2,IFITM3,ADAR,IFITM2",GO_RESPONSE_TO_INTERFERON_ALPHA,0.001449275,0.089541483,0.824136905,2.427970227,0,9,"IFITM1,MX2,IFIT3,IFITM3,BST2,IFIT2,IFITM2"
49,GO_REGULATION_OF_IMMUNE_RESPONSE,0.000115088,0.007613499,0.33050143,2.937489201,0,218,"DDX58,IFITM1,USP18,IFIH1,PLSCR1,RSAD2,BST2,NMI,PARP9,IRF7,C1R,TNFSF13B,DDX60,IFI16,STAT1,C1S,CFB,IFNB1,PARP14,DHX58,STAP1,GBP1,ZBP1,TRIM6,IFNL1,CD274,PSMB9,CLEC2B,B2M,ADAR,MYD88,TREX1,SOCS1,IFNA2,TLR3,PSMB8,LGALS9,PSMA4,IL27,UBE2D1,PSMA6,MNDA,LY96,TRIM5,PSME2,ACOD1,CD80,NR4A3,TICAM2,SELENOS,PSMD8,ELF1,VCAM1,WDFY1,CFH,CGAS,FCGR1A,RIF1,PSMA2,SAMSN1,IL6,CD38,FCGR1B,PSMA3,FFAR2,SHLD3,AIM2,S100A9,CFI,FPR3,RAB11FIP2,BIRC3,PDE4D,IFNL2,PSMD12,IL6ST,DENND1B,THEMIS2,UNC93B1,CEACAM1,JAK2,FFAR3",GO_REGULATION_OF_IMMUNE_RESPONSE,0.001010101,0.089541483,0.411513687,2.489944131,0,157,"IFITM1,ZBP1,PSMB9,IRF7,RSAD2,CD177,IFNL1,LGALS9,C4B,CCL19,PSMB8,C1R,BST2,CFB,USP18,NLRC5,CCL5,FGA,C4A,IFNB1,TREX1,AIM2,DDX58,IFNL2,IFIH1,IGHG4,STAT1,SOCS1,PSMB10,HLA-F,BIRC3,HLA-H,PARP9,MUC4,PARP14,DHX58,PLSCR1,DDX60,JAK3,IRF1,TNFSF13B,UNC93B1,LAG3,GBP1,ZC3H12A,SOCS3,FGG,SLAMF7,SPINK5,IDO1,RBCK1,HMOX1,NMI,HLA-G,PDCD1,RELB,HLA-E,CD48,MYO1G,PRKD2,FOS,ADAR,BTN3A2,NR4A3,IFNL3,B2M,SAMHD1,SFTPA2,C1S,CR1L,COL17A1,MYD88,TLR3,VCAM1,TNIP3,MICB,IKBKE,IL27,C3,DMBT1,CD38,MUC1,SERPING1,CEACAM1,RASGRP1,LTF"
